symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
SOL-USDT,SHORT,ریسک بالا,125.44000000,125.80403440,124.71193120,2025-12-21 06:53:18,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=125.750876,30m:EMA55=125.788458,1h:EMA21=125.82855,1h:EMA55=125.501047,4h:EMA21=125.668209,4h:EMA55=127.889879 | TF_RSI=5m:RSI=56.34,15m:RSI=46.73,30m:RSI=43.63,1h:RSI=46.25,4h:RSI=48.2 | TF_MACD=5m:MACD=-0.084736,5m:HIST=0.083909,15m:MACD=-0.258852,15m:HIST=-0.033453,30m:MACD=-0.238872,30m:HIST=-0.098888,1h:MACD=-0.047055,1h:HIST=-0.185861,4h:MACD=-0.319632,4h:HIST=0.407157 | BS15=0.718 | RulesPassed=روند 4h;EMA21 30m;کندل قوی 15m;RSI;عدم واگرایی | Reasons=ساختار LH/LL در 3 کندل 4h|قیمت همسو با EMA21 در 30m + شیب مناسب|قدرت کندل 15m = 0.72 [حد > 0.4]|RSI: 4/5 همسو + 0 خیلی قوی [آستانه 70/30]|بدون واگرایی در 1h و 4h"
DOGE-USDT,SHORT,ریسک بالا,0.13135000,0.13175440,0.13054120,2025-12-21 06:53:18,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.131685,30m:EMA55=0.131395,1h:EMA21=0.131585,1h:EMA55=0.130502,4h:EMA21=0.130396,4h:EMA55=0.132595 | TF_RSI=5m:RSI=54.47,15m:RSI=44.98,30m:RSI=43.67,1h:RSI=49.41,4h:RSI=52.55 | TF_MACD=5m:MACD=-9.1e-05,5m:HIST=9.6e-05,15m:MACD=-0.000279,15m:HIST=-5.1e-05,30m:MACD=-0.000179,30m:HIST=-0.000137,1h:MACD=0.000219,1h:HIST=-0.00024,4h:MACD=0.000342,4h:HIST=0.000657 | BS15=0.589 | RulesPassed=EMA21 30m;کندل قوی 15m;RSI;عدم واگرایی | Reasons=قیمت همسو با EMA21 در 30m + شیب مناسب|قدرت کندل 15m = 0.59 [حد > 0.4]|RSI: 3/5 همسو + 0 خیلی قوی [آستانه 70/30]|بدون واگرایی در 1h و 4h"
TRX-USDT,LONG,ریسک بالا,0.28280000,0.28235360,0.28369280,2025-12-21 06:53:18,OPEN,,,,,10.00,,"Dir=LONG | TF_EMA=30m:EMA21=0.281203,30m:EMA55=0.280381,1h:EMA21=0.28076,1h:EMA55=0.27999,4h:EMA21=0.279862,4h:EMA55=0.279455 | TF_RSI=5m:RSI=73.29,15m:RSI=78.6,30m:RSI=79.87,1h:RSI=77.51,4h:RSI=64.51 | TF_MACD=5m:MACD=0.000243,5m:HIST=4.4e-05,15m:MACD=0.000544,15m:HIST=5.1e-05,30m:MACD=0.000685,30m:HIST=0.000172,1h:MACD=0.000731,1h:HIST=0.000269,4h:MACD=0.000617,4h:HIST=0.000297 | BS15=0.667 | RulesPassed=EMA21 30m;کندل قوی 15m;MACD;عدم واگرایی | Reasons=قیمت همسو با EMA21 در 30m + شیب مناسب|قدرت کندل 15m = 0.67 [حد > 0.4]|MACD: 5/5 همسو + 2 شدت قوی + گیت هیستوگرام|بدون واگرایی در 1h و 4h"
AVAX-USDT,SHORT,ریسک بالا,12.19600000,12.23970640,12.10858720,2025-12-21 06:53:18,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=12.207508,30m:EMA55=12.206457,1h:EMA21=12.216678,1h:EMA55=12.153461,4h:EMA21=12.177964,4h:EMA55=12.513973 | TF_RSI=5m:RSI=59.28,15m:RSI=50.92,30m:RSI=47.36,1h:RSI=48.99,4h:RSI=49.24 | TF_MACD=5m:MACD=-0.003178,5m:HIST=0.010531,15m:MACD=-0.02086,15m:HIST=0.000123,30m:MACD=-0.025199,30m:HIST=-0.005851,1h:MACD=0.000451,1h:HIST=-0.021085,4h:MACD=-0.028325,4h:HIST=0.062445 | BS15=0.596 | RulesPassed=روند 4h;EMA21 30m;کندل قوی 15m;RSI;عدم واگرایی | Reasons=ساختار LH/LL در 3 کندل 4h|قیمت همسو با EMA21 در 30m + شیب مناسب|قدرت کندل 15m = 0.60 [حد > 0.4]|RSI: 3/5 همسو + 0 خیلی قوی [آستانه 70/30]|بدون واگرایی در 1h و 4h"
FIL-USDT,LONG,ریسک بالا,1.33660000,1.32588040,1.35803920,2025-12-21 07:41:25,OPEN,,,,,10.00,,"Dir=LONG | TF_EMA=30m:EMA21=1.334287,30m:EMA55=1.318309,1h:EMA21=1.325153,1h:EMA55=1.299108,4h:EMA21=1.297952,4h:EMA55=1.317128 | TF_RSI=5m:RSI=54.79,15m:RSI=50.13,30m:RSI=52.91,1h:RSI=56.97,4h:RSI=57.72 | TF_MACD=5m:MACD=-0.00036,5m:HIST=0.0013,15m:MACD=-0.001093,15m:HIST=-0.00183,30m:MACD=0.00508,30m:HIST=-0.002679,1h:MACD=0.012526,1h:HIST=-0.001154,4h:MACD=0.016723,4h:HIST=0.010947 | BS15=0.59 | RulesPassed=روند 1h;کندل قوی 15m;RSI;عدم واگرایی | Reasons=ساختار HH/HL در 3 کندل 1h|قدرت کندل 15m = 0.59 [حد > 0.4]|RSI: 5/5 همسو + 0 خیلی قوی [آستانه 70/30]|بدون واگرایی در 1h و 4h"
ADA-USDT,SHORT,ریسک بالا,0.36880000,0.37013440,0.36613120,2025-12-21 07:41:24,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.372268,30m:EMA55=0.373395,1h:EMA21=0.373152,1h:EMA55=0.372609,4h:EMA21=0.373407,4h:EMA55=0.386174 | TF_RSI=5m:RSI=39.73,15m:RSI=32.33,30m:RSI=31.53,1h:RSI=36.92,4h:RSI=43.24 | TF_MACD=5m:MACD=-0.000282,5m:HIST=2.5e-05,15m:MACD=-0.001454,15m:HIST=1.9e-05,30m:MACD=-0.001849,30m:HIST=-0.000449,1h:MACD=-0.001044,1h:HIST=-0.001138,4h:MACD=-0.002739,4h:HIST=0.001321 | BS15=0.889 | RulesPassed=EMA21 30m;کندل قوی 15m;RSI;عدم واگرایی | Reasons=قیمت همسو با EMA21 در 30m + شیب مناسب|قدرت کندل 15m = 0.89 [حد > 0.4]|RSI: 5/5 همسو + 0 خیلی قوی [آستانه 70/30]|بدون واگرایی در 1h و 4h"
XAUT-USDT,SHORT,ریسک بالا,4343.15000000,4344.48849320,4340.47301360,2025-12-21 07:41:24,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=4345.436487,30m:EMA55=4344.783484,1h:EMA21=4345.146521,1h:EMA55=4341.550348,4h:EMA21=4337.973225,4h:EMA55=4313.639727 | TF_RSI=5m:RSI=28.34,15m:RSI=39.22,30m:RSI=40.74,1h:RSI=45.67,4h:RSI=56.84 | TF_MACD=5m:MACD=-0.264584,5m:HIST=-0.301349,15m:MACD=-0.144224,15m:HIST=-0.102751,30m:MACD=-0.253367,30m:HIST=-0.106634,1h:MACD=0.476505,1h:HIST=-0.53391,4h:MACD=7.677151,4h:HIST=-0.964981 | BS15=1.0 | RulesPassed=کندل قوی 15m;RSI;MACD;حجم + کندل 15m | Reasons=قدرت کندل 15m = 1.00 [حد > 0.4]|RSI: 4/5 همسو + 1 خیلی قوی [آستانه 70/30]|MACD: 3/5 همسو + 2 شدت قوی + گیت هیستوگرام|حجم اسپایک [≥1.1x] + قدرت کندل 15m = 1.00"
OP-USDT,SHORT,ریسک بالا,0.27580000,0.27656320,0.27427360,2025-12-21 07:41:25,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.277402,30m:EMA55=0.277844,1h:EMA21=0.277889,1h:EMA55=0.277207,4h:EMA21=0.278557,4h:EMA55=0.288756 | TF_RSI=5m:RSI=58.73,15m:RSI=43.28,30m:RSI=41.32,1h:RSI=44.72,4h:RSI=45.28 | TF_MACD=5m:MACD=1.9e-05,5m:HIST=0.000249,15m:MACD=-0.001013,15m:HIST=0.000101,30m:MACD=-0.001241,30m:HIST=-0.000373,1h:MACD=-0.000331,1h:HIST=-0.000868,4h:MACD=-0.002579,4h:HIST=0.001651 | BS15=0.0 | RulesPassed=روند 4h;EMA21 30m;RSI;عدم واگرایی | Reasons=ساختار LH/LL در 3 کندل 4h|قیمت همسو با EMA21 در 30m + شیب مناسب|RSI: 4/5 همسو + 0 خیلی قوی [آستانه 70/30]|بدون واگرایی در 1h و 4h"
TRX-USDT,LONG,ریسک بالا,0.28330000,0.28285720,0.28418560,2025-12-21 07:41:25,OPEN,,,,,10.00,,"Dir=LONG | TF_EMA=30m:EMA21=0.281566,30m:EMA55=0.280586,1h:EMA21=0.281024,1h:EMA55=0.280122,4h:EMA21=0.280208,4h:EMA55=0.279607 | TF_RSI=5m:RSI=74.64,15m:RSI=82.77,30m:RSI=82.7,1h:RSI=79.82,4h:RSI=66.0 | TF_MACD=5m:MACD=0.000323,5m:HIST=2e-05,15m:MACD=0.000632,15m:HIST=8.3e-05,30m:MACD=0.000813,30m:HIST=0.000199,1h:MACD=0.000861,1h:HIST=0.000314,4h:MACD=0.000834,4h:HIST=0.000406 | BS15=0.333 | RulesPassed=روند 4h;روند 1h;EMA21 30m;MACD;عدم واگرایی | Reasons=ساختار HH/HL در 3 کندل 4h|ساختار HH/HL در 3 کندل 1h|قیمت همسو با EMA21 در 30m + شیب مناسب|MACD: 5/5 همسو + 2 شدت قوی + گیت هیستوگرام|بدون واگرایی در 1h و 4h"
POL-USDT,SHORT,ریسک بالا,0.10910000,0.10939400,0.10851200,2025-12-21 07:41:25,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.109832,30m:EMA55=0.109745,1h:EMA21=0.109826,1h:EMA55=0.109269,4h:EMA21=0.109512,4h:EMA55=0.112824 | TF_RSI=5m:RSI=45.71,15m:RSI=35.12,30m:RSI=37.51,1h:RSI=44.04,4h:RSI=46.94 | TF_MACD=5m:MACD=-9e-05,5m:HIST=4.3e-05,15m:MACD=-0.000396,15m:HIST=-3.2e-05,30m:MACD=-0.000349,30m:HIST=-0.000176,1h:MACD=3.7e-05,1h:HIST=-0.000309,4h:MACD=-0.000537,4h:HIST=0.000524 | BS15=1.0 | RulesPassed=EMA21 30m;کندل قوی 15m;RSI;عدم واگرایی;حجم + کندل 15m | Reasons=قیمت همسو با EMA21 در 30m + شیب مناسب|قدرت کندل 15m = 1.00 [حد > 0.4]|RSI: 5/5 همسو + 0 خیلی قوی [آستانه 70/30]|بدون واگرایی در 1h و 4h|حجم اسپایک [≥1.1x] + قدرت کندل 15m = 1.00"
ARB-USDT,SHORT,ریسک بالا,0.18840000,0.18909600,0.18700800,2025-12-21 07:41:25,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.189281,30m:EMA55=0.189626,1h:EMA21=0.189559,1h:EMA55=0.189129,4h:EMA21=0.189907,4h:EMA55=0.195682 | TF_RSI=5m:RSI=48.57,15m:RSI=42.41,30m:RSI=40.76,1h:RSI=43.38,4h:RSI=45.99 | TF_MACD=5m:MACD=-1.5e-05,5m:HIST=4.7e-05,15m:MACD=-0.000426,15m:HIST=2.8e-05,30m:MACD=-0.00061,30m:HIST=-0.000101,1h:MACD=-0.000327,1h:HIST=-0.0004,4h:MACD=-0.00135,4h:HIST=0.000802 | BS15=0.25 | RulesPassed=EMA21 30m;ورود + حجم;RSI;عدم واگرایی | Reasons=قیمت همسو با EMA21 در 30m + شیب مناسب|ری‌تست سطح + حجم ≥1.1x + BS5=0.67|RSI: 5/5 همسو + 0 خیلی قوی [آستانه 70/30]|بدون واگرایی در 1h و 4h"
DOGE-USDT,SHORT,ریسک بالا,0.13102000,0.13139440,0.13027120,2025-12-21 07:41:24,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.131573,30m:EMA55=0.13137,1h:EMA21=0.131515,1h:EMA55=0.130513,4h:EMA21=0.130434,4h:EMA55=0.132532 | TF_RSI=5m:RSI=44.57,15m:RSI=38.39,30m:RSI=38.63,1h:RSI=45.87,4h:RSI=51.53 | TF_MACD=5m:MACD=-4.2e-05,5m:HIST=1.7e-05,15m:MACD=-0.00026,15m:HIST=-1.3e-05,30m:MACD=-0.000222,30m:HIST=-0.000118,1h:MACD=0.000138,1h:HIST=-0.000253,4h:MACD=0.000317,4h:HIST=0.000509 | BS15=0.48 | RulesPassed=EMA21 30m;کندل قوی 15m;RSI;عدم واگرایی | Reasons=قیمت همسو با EMA21 در 30m + شیب مناسب|قدرت کندل 15m = 0.48 [حد > 0.4]|RSI: 4/5 همسو + 0 خیلی قوی [آستانه 70/30]|بدون واگرایی در 1h و 4h"
BNB-USDT,LONG,ریسک بالا,856.46100000,853.96260000,861.45780000,2025-12-21 14:11:43,OPEN,,,,,10.00,,"Dir=LONG | TF_EMA=30m:EMA21=852.651522,30m:EMA55=852.060707,1h:EMA21=852.468782,1h:EMA55=851.123846,4h:EMA21=852.250189,4h:EMA55=861.072044 | TF_RSI=5m:RSI=53.94,15m:RSI=65.86,30m:RSI=62.56,1h:RSI=60.49,4h:RSI=52.34 | TF_MACD=5m:MACD=1.220224,5m:HIST=-0.229683,15m:MACD=1.715143,15m:HIST=0.719269,30m:MACD=0.96982,30m:HIST=0.949144,1h:MACD=0.525355,1h:HIST=0.448747,4h:MACD=-1.27818,4h:HIST=1.689517 | BS15=0.449 | RulesPassed=قدرت ورود;روند 1h معتبر;فال‌بک: 1h قوی;کندل قوی (0.45);RSI (5/5);MACD قوی;بدون واگرایی;شیب EMA (up) | Reasons=1h بسیار قوی (فال‌بک)|MACD: 4/5 همسو | قدرت: 4.73|نزدیک مقاومت (با ریسک بالا)"
