symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
APT-USDT,SHORT,LOW,0.82570000,0.86212570,0.75284860,2026-02-22 18:20:13,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.452 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.452 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.86, EMA50=0.87;✅ روند EMA 4h: EMA21=0.88, EMA50=0.91, EMA200=1.17;✅ RSI 30m: RSI=21.07 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0021 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.83, EMA21=0.85, آستانه=0.003;✅ ADX: ADX=28.42 [حد > 25];✅ CCI: CCI=-146.48;❌ SAR: SAR=0.8248, قیمت=0.8257;❌ Stochastic: K=10.10, D=3.37;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0178 [حد > 0.007]"
SUI-USDT,SHORT,LOW,0.91810000,0.93991810,0.86355475,2026-02-22 18:20:14,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.571 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.94, EMA50=0.94;✅ روند EMA 4h: EMA21=0.94, EMA50=0.95, EMA200=1.13;✅ RSI 30m: RSI=23.91 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0011 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.92, EMA21=0.93, آستانه=0.003;✅ ADX: ADX=43.45 [حد > 25];✅ CCI: CCI=-188.96;✅ SAR: SAR=0.9207, قیمت=0.9181;❌ Stochastic: K=4.13, D=1.38;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0077 [حد > 0.007]"
FIL-USDT,SHORT,LOW,0.92460000,0.95102460,0.87175080,2026-02-22 18:20:14,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.417 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.417 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.95, EMA50=0.95;✅ روند EMA 4h: EMA21=0.95, EMA50=0.95, EMA200=1.07;✅ RSI 30m: RSI=22.72 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0011 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.92, EMA21=0.94, آستانه=0.003;✅ ADX: ADX=39.87 [حد > 25];✅ CCI: CCI=-160.92;✅ SAR: SAR=0.9278, قیمت=0.9246;❌ Stochastic: K=6.36, D=2.12;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0112 [حد > 0.007]"
XAUT-USDT,LONG,LOW,5118.88000000,5091.05112000,5174.53776000,2026-02-22 18:47:26,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=5102.19, EMA50=5082.50;✅ روند EMA 4h: EMA21=5057.67, EMA50=5016.14, EMA200=4907.85;✅ RSI 30m: RSI=72.31 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=2.6894 | سطح=MEDIUM;❌ شکست ورود: قیمت=5118.88, EMA21=5103.86, آستانه=0.003;✅ ADX: ADX=81.82 [حد > 25];✅ CCI: CCI=262.29;✅ SAR: SAR=5116.8024, قیمت=5118.8800;✅ Stochastic: K=82.47, D=27.49;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0009 [حد > 0.007]"
SOL-USDT,SHORT,MEDIUM,83.31000000,85.54331000,78.84338000,2026-02-22 18:47:27,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.818 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.636 [حد ≥ 0.48];❌ روند EMA 1h: EMA21=84.78, EMA50=84.69;✅ روند EMA 4h: EMA21=84.46, EMA50=84.64, EMA200=97.76;✅ RSI 30m: RSI=20.66 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.1729 | سطح=MEDIUM;✅ شکست ورود: قیمت=83.31, EMA21=84.60, آستانه=0.003;✅ ADX: ADX=25.42 [حد > 25];✅ CCI: CCI=-191.17;✅ SAR: SAR=83.3962, قیمت=83.3100;❌ Stochastic: K=4.44, D=1.48;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0036 [حد > 0.007]"
ADA-USDT,SHORT,LOW,0.27090000,0.27717090,0.25522275,2026-02-22 18:47:27,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.28, EMA50=0.28;✅ روند EMA 4h: EMA21=0.28, EMA50=0.28, EMA200=0.30;✅ RSI 30m: RSI=19.79 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0003 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.27, EMA21=0.27, آستانه=0.003;✅ ADX: ADX=27.66 [حد > 25];✅ CCI: CCI=-167.57;✅ SAR: SAR=0.2712, قیمت=0.2709;❌ Stochastic: K=2.94, D=0.98;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0085 [حد > 0.007]"
DOT-USDT,SHORT,LOW,1.31220000,1.34361220,1.24937560,2026-02-22 18:47:28,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.571 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.571 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.34, EMA50=1.34;✅ روند EMA 4h: EMA21=1.34, EMA50=1.34, EMA200=1.51;✅ RSI 30m: RSI=26.45 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0015 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.31, EMA21=1.33, آستانه=0.003;✅ ADX: ADX=43.28 [حد > 25];✅ CCI: CCI=-141.64;❌ SAR: SAR=1.3115, قیمت=1.3122;❌ Stochastic: K=2.90, D=0.97;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0079 [حد > 0.007]"
POL-USDT,SHORT,MEDIUM,0.10550000,0.10860550,0.09928900,2026-02-22 18:47:28,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.11, EMA50=0.11;❌ روند EMA 4h: EMA21=0.11, EMA50=0.11, EMA200=0.11;✅ RSI 30m: RSI=30.43 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.11, EMA21=0.11, آستانه=0.003;✅ ADX: ADX=25.81 [حد > 25];✅ CCI: CCI=-177.24;✅ SAR: SAR=0.1056, قیمت=0.1055;❌ Stochastic: K=3.23, D=1.08;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0090 [حد > 0.007]"
LTC-USDT,SHORT,LOW,53.08000000,54.84308000,49.55384000,2026-02-22 18:47:29,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.667 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.667 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=54.34, EMA50=54.48;✅ روند EMA 4h: EMA21=54.38, EMA50=54.39, EMA200=59.91;✅ RSI 30m: RSI=17.34 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.1512 | سطح=MEDIUM;✅ شکست ورود: قیمت=53.08, EMA21=54.12, آستانه=0.003;✅ ADX: ADX=42.31 [حد > 25];✅ CCI: CCI=-173.04;✅ SAR: SAR=53.1388, قیمت=53.0800;❌ Stochastic: K=0.00, D=0.00;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0069 [حد > 0.007]"
TRX-USDT,LONG,MEDIUM,0.28990000,0.28801010,0.29367980,2026-02-22 18:47:33,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.29, EMA50=0.29;❌ روند EMA 4h: EMA21=0.29, EMA50=0.28, EMA200=0.29;✅ RSI 30m: RSI=62.86 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0001 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.29, EMA21=0.29, آستانه=0.003;❌ ADX: ADX=21.43 [حد > 25];✅ CCI: CCI=153.85;✅ SAR: SAR=0.2891, قیمت=0.2899;✅ Stochastic: K=100.00, D=33.33;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0021 [حد > 0.007]"
